0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13
0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0
0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0
0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,14,13,0,0,0
0,0,0,0,0,5,4,0,0,0,0,0,0,0,14,13,0,0,0,0
0,0,0,0,0,0,5,4,0,0,0,0,0,14,13,0,0,0,0,0
0,0,0,0,0,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,6,7,0,0,0,0,15,0,0,0,0,0,0
0,0,0,0,0,0,0,6,7,0,0,0,14,13,0,0,0,0,0,0
0,0,0,0,0,0,0,5,7,0,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,4,0,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5,4,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,7,15,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,14,13,0,0,0,0,0,0,0
0,0,0,2,2,2,2,0,0,0,0,15,0,0,0,0,0,0,0,0
2,2,2,2,2,2,2,0,0,0,14,13,0,0,0,0,0,0,0,0
12,12,12,12,12,12,11,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,12,11,0,15,0,0,0,17,18,0,17,18,0
0,0,0,0,0,0,0,0,10,12,13,0,0,0,0,16,16,16,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,16,16,16,0
0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,16,16,16,18
0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,16,16
0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,16
